Subject,Email,Label
re : hpl meter # 981488 paris tenaska hpl,"clem ,
completed .
bob
clem cernosek
12 / 28 / 2000 11 : 26 am
to : daren j farmer / hou / ect @ ect
cc : robert cotten / hou / ect @ ect , edward terry / hou / ect @ ect
subject : hpl meter # 981488 paris tenaska hpl
during the period of 12 / 1 / 99 through 12 / 3 / 99 , the above meter has recorded
flow on the following days :
days mmbtus
12 / 1 / 99 173
12 / 3 / 99 39
106
deal # 124400 was at this meter during november 1999 , but it expired on
11 / 30 / 99 . currently , these volumes are being booked under the hpl strangers
gas contract . logistics needs either ( 1 ) deal # 124400 extended , ( 2 ) new
deal , or ( 3 ) approval to write - off these volumes to unaccounted for gas .
( please print , sign , and return original to clem cernosek ) .
deal / deal ticket # / customer ( seller / buyer )
or
approval to write - off the volumes to unaccounted for gas loss
thanks , clem",0
gorgon,"hampton ,
govenment don ' t want me to sell
undergroundcd ! check your spouse and staff
investigate your own credit - history
hacking someone pc !
disappear in your city
bannedcd 2004
aboveground , something else burningly .",1
"enron / hpl actuals for september 21 , 2000",teco tap 60 . 000 / enron ; 71 . 250 / hpl gas daily,0
software 3000 breakfast,"store
fountainhead
leaven
% q
news ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ;
rss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm . automation
a bigger deal than offshoring ? 03 : 33 pm . time to kill it for the",1
fw : calpine monthly average revised,"darren - attached is the april schedule for calpine ( average was revised )
thanks - julie
x 58639
- - - - - original message - - - - -
from : ricky archer @ enron
sent : tuesday , march 27 , 2001 2 : 42 pm
to : kemp , juliann
subject : calpine monthly average revised
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine monthly gas nomination _ _ _ . doc",0
17 mens and 81 womans die from aiw .,"tre lnk paliourg tlm paliourg @ iit . demokritos . gr
paliourg cql ahk yep paliourg @ iit . demokritos . gr 997",1
ces imbalances,"daren ,
can you please verify for me whether we took over any old imbalances that ces
had ? the reason i am asking if we got a letter from kinder morgan asking us
to verify an imbalance . it looks like it would of been an imbalance between
ces and kinder morgan . we don ' t show anything in our system and want to
verify that we shouldn ' t .
thanks and if i need to provide any further information , please let me know .
karen",0
,"a permanent solution to penis growth
limited time offer :
add atleast 3 inches or get your money back !
- - - > visit us and see more
no more offers",1
snap explosion immoderate,"massive rock - solid erections in 60 seconds or less !
- immediate rock - solid erections
- total , oversize arousal
- double - strength orgasms
- super staying power
- maximum sexual health
- increase the size and intensity of your erections !
- completely safe and effective lubricant !
reeeeemooooovee heeereeeee
http : / / www . . com
cocoa taylor border annulus sketchbook automobile stagy demagogue goofy latus went claude tweeze wiseacre came manure corpsman gene bluster bum differentiable retrofit efficacy foregoing mum interpolant firestone thunderstorm calvinist compose beloit optimist thither magic cbs manhole depressor cabinet palo .
delphinium assyria everyone devotee impossible restitution buffet metamorphose desert whitlock baron dowel eddy scientific airlock electra agouti stroke fondle acrobat preserve w ' s tapestry metropolitan apocrypha screwworm .
eigenvector coddington iv berra combine davis plasma cufflink cousin henri antique guelph inopportune discrete eh sunlit fain burro paraffin ambrosial gambia demonstrate chlorate compress thunderflower bead instep juno paulson plug vandenberg pugh sandia .
prefer usps salmonella anachronism sector bedpost tardy vade sanctify highball commissariat drool salesman aug blandish bizarre disseminate extenuate casein vintage mailman .",1
guadalupe power juneol,"hi daren ,
i saw the volumes come across for deal 819594 . thanks for taking care of that so promptly . on day 18 , did you intentionally enter 50 , 000 days or was it a slip of the fingers ? did your information conflict with jill ' s - - she shows 30 , 000 for that day . . . . . . . . . . . . . . . . . . .
valerie vela
enron net works , llc
gas settlements
t : 713 . 345 . 8749
f : 713 . 646 . 8420",0
get it free - ibm thinkpad computer !,,1
"enron / hpl actuals for december 14 , 2000",teco tap 78 . 125 / hpl gas daily,0
maynard oil - revised nom,"daren ,
maynard oil at meter # 6674 revised their nom from 4 , 920 to 5 , 595 for july .
bob",0
re : missing service rates for ena / hplc cash desk,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 04 / 2000
10 : 36 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
rhonda robinson @ ect
01 / 04 / 2000 10 : 23 am
to : stacey neuweiler / hou / ect @ ect , ami chokshi / corp / enron @ enron
cc : gregory steagall / hou / ect @ ect
subject : re : missing service rates for ena / hplc cash desk
listed below are expense contracts that need rates input into sitara . please
let me know as soon as possible if you are responsible for the input of these
rates .
thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by rhonda robinson / hou / ect on 01 / 04 / 2000
10 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : heidi withers 01 / 04 / 2000 09 : 18 am
to : rhonda robinson / hou / ect @ ect
cc :
subject : re : missing service rates for ena / hplc cash desk
okay ! how about the other expense rates ? if you need any help getting those
input , let me know . otherwise we ' ll make sure things are clean for that 11 th
workday . i hope you had a great new year ' s !
heidi
rhonda robinson
01 / 04 / 2000 09 : 13 am
to : heidi withers / hou / ect @ ect
cc :
subject : re : missing service rates for ena / hplc cash desk
theresa in denver is looking into the missing rates issue for powder river
gathering . thanks for all of your help .
reminder : we will be beginning our close process on the 11 th workday .
enron north america corp .
from : heidi withers 12 / 31 / 99 10 : 07 am
to : rhonda robinson / hou / ect @ ect , gregory steagall / hou / ect @ ect
cc : charlotte hawkins / hou / ect @ ect , mary m smith / hou / ect @ ect
subject : missing service rates for ena / hplc cash desk
rhonda , i took a look at the missing service rates report and i don ' t have
the rates to input into the system . the best i can do is input them if you
provide them to me . i am sorry that i can ' t help more . . . call me if you need
to at xl 836 .
greg sent me the expense reconciliation reports that have come out were :
powder river gathering - expense
powder river gathering - revenue
east texas gathering - expense
king ranch gas processing - expense
humble gas pipeline - expense
channel industries - expense
tgpl - expense
black marlin - expense
i ' m here till noon , and reachable after that at 713 - 385 - 7612 . i think that
charlotte or someone in the logistics group can help with these rates .",0
valero ' s february gas nominations,"daren - i am looking for 5 . 000 / d at meter 1394 and 10 . 000 / d at meter 8018 for
feb . currently it is 10 . 000 / d at 1394 and 5 . 000 / d at 8018 . can i change
the tickets or will you ? attached is the confirmation spreadsheet from
valero .
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 31 / 2001 07 : 54
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
on 01 / 30 / 2001 02 : 51 : 39 pm
to : alannou @ enron . com , carlos . j . rodriguez @ enron . com
cc :
subject : valero ' s february gas nominations
amy and carlos ,
please find attached valero ' s baseload natural gas nominations and
designated swing supply quantities for february 1 - 31 for the houston and
texas city refineries as well as valero ' s supply to the clearlake methanol
plant .
if you need to reach me please call me .
dave
phone : ( 210 ) 370 - 2799
cell phone at ( 210 ) 241 - 9180
pager ( 888 ) 691 - 5538
( see attached file : hpl _ nomso 201 . xls )
- hpl _ nomso 201 . xls",0
"hpl nom for march 22 , 2001","( see attached file : hplno 323 . xls )
- hplno 323 . xls",0
feb 01 prod : sale to teco gas processing,"sale
deal # 235670
expired 12 / 00
julie -
this deal has expired for teco gas processing , but we did have a sale in
02 / 01 .
should this deal be extended ?
pls let me know , so that i can redraft the sale through unify .
katherine
5 - 8643
unable to draft volume in unify due to the expired deal ticket ;",0
"enron / hpl actuals for sept . 18 , 2000",ls hpl lsk ic 2 . 500 / enron,0
hi paliourg all pills here . everything here . operate odu carroll,"hi paliourg ,
your comfort and convenience is our prime concern . once your application is filled out and approved by one of our doctors , the medication will arrive at your home or office in discreet packaging .
valium 10 mg - [ 60 pills $ 279 . 99 ] [ 90 pills $ 329 . 99 ] [ 120 pills $ 369 . 99 ]
xanax 1 mg - [ 30 pills $ 169 . 00 ] [ 60 pills $ 229 . 00 ] [ 90 pills $ 269 . 00 ] [ 120 pills $ 309 . 99 ]
vicodin ( hydrocodone / apapl 0 mg / 500 mg ) - [ 30 pills $ 159 . 99 ] [ 60 pills $ 249 . 99 ] [ 90 pills $ 319 . 99 ] [ 90 pills $ 289 . 99 ] [ 60 pills $ 289 . 99 ]
viagra 50 mg [ 20 pills $ 99 . 99 ] [ 40 pills $ 149 . 99 ] [ 120 pills $ 269 . 99 ] [ 200 pills $ 349 . 99 ]
viagra 100 mg [ 20 pills $ 119 . 99 ] [ 40 pills $ 179 . 99 ] [ 120 pills $ 349 . 99 ] [ 200 pills $ 449 . 99 ]
carisoprodol ( soma ) [ 60 pills $ 79 . 99 ] [ 90 pills $ 99 . 99 ]
phentermine 15 mg [ 60 pills $ 139 . 00 ] [ 180 pills $ 249 . 00 ]
adipex 37 . 5 mg [ 30 pills $ 149 . 00 ] [ 90 pills $ 299 . 00 ] [ 60 pills $ 229 . 00 ]
tramadol 50 mg [ 30 pills $ 89 . 00 ] [ 90 pills $ 149 . 00 ] [ 60 pills $ 129 . 00 ]
ambien 5 mg [ 30 pills $ 149 . 00 ] [ 60 pills $ 249 . 00 ]
butalbital apap w / caffeine ( fioricet ) [ 30 pills - $ 99 . 00 ] [ 60 pills - $ 159 . 00 ] [ 90 pills - $ 189 . 00 ]
also available :
men ' s health : super viagra ( cialis ) , viagra
weight loss : adipex , ionamin , meridia , phentermine , tenuate , xenical
muscle relaxants : cyclobenzaprine , flexeril , soma , skelaxin , zanaflex
pain relief : celebrex , esgic plus , flextra , tramadol , fioricet , ultram , ativan , vicodin , vioxx , zebutal
men ' s health : cialis , levitra , propecia , viagra
women ' s health : diflucan , ortho evra patch , ortho tri cyclen , triphasil , vaniqa
sexual health : acyclovir , famvir , levitra , valtrex , viagra
anti - depressants : bupropion hcl , wellbutrin sr , valium , xanax , prozac , paxil
anxiety : buspar
quit smoking : zyban
most trusted name brands .
all we can give , all you can get . now . we ship worldwide
please copy and paste this link into your browser wonderfulmeds . biz
best regards ,
adan reed",1
